0.53662    0.02610     17.41290
0.36977    0.02910     17.10290
0.37670    0.01140     17.13870
0.33301    0.03170     17.36510
0.38301    0.01320     16.94060
0.41980    0.01210     16.90770
0.37661    0.01100     16.67410
0.33000    0.00970     16.50150
0.34344    0.00750     16.43540
0.32518    0.00380     14.76700
0.26834    0.00470     15.22720
0.30872    0.00560     15.33930
0.11870    0.00360     15.14580
0.11870    0.00390     15.13020
0.32975    0.00440     14.23050
0.11821    0.00930     16.50960
0.11821    0.00800     16.52510
0.22189    0.01390     16.69480
0.31854    0.00840     16.83560
0.11608    0.00790     16.96920
0.11608    0.01640     16.96140
0.29660    0.01100     17.05030
0.28186    0.01050     17.10540
0.11755    0.01310     17.20710
0.11755    0.04020     17.90550
0.28261    0.01880     17.28970
0.17175    0.01660     17.23110
0.17175    0.01590     17.31180
0.33489    0.00940     17.34010
0.29604    0.01830     17.39430
0.53662    0.00960     17.27060
0.09277    0.01020     17.17990
0.09277    0.01880     17.18160
0.37670    0.01120     17.13550
0.58669    0.00840     17.06900
0.28396    0.00790     17.02420
0.20683    0.01550     16.95700
0.18497    0.02120     16.89860
0.10901    0.00780     16.79770
0.10901    0.00710     16.81990
0.67609    0.00690     16.74660
0.08454    0.00910     16.67040
0.08454    0.00740     16.67200
0.58645    0.01070     16.59550
0.10958    0.00660     16.53740
0.10958    0.01690     16.54390
0.07458    0.00700     16.45550
0.07458    0.00670     16.43740
0.07301    0.00940     16.38010
0.07301    0.00370     14.75260
0.08769    0.00700     15.11260
0.08769    0.02340     15.14840
0.30872    0.02650     15.21940
0.10678    0.01130     15.26890
0.10678    0.03340     15.29770
0.21174    0.01540     15.23110
0.08900    0.02140     15.18230
0.08900    0.01590     15.15980
0.10621    0.00470     14.89860
0.10621    0.00680     14.80850
0.08907    0.00710     16.28520
0.08907    0.00780     16.28530
0.35839    0.01100     16.37570
0.08314    0.00980     16.47790
0.08314    0.00700     16.55790
0.07607    0.00640     16.65680
0.07607    0.00720     16.66360
0.26615    0.00660     16.74070
0.10499    0.00740     16.80590
0.10499    0.00710     16.78970
0.10698    0.01080     16.85130
0.10698    0.00790     16.88250
0.12703    0.01110     16.93550
0.12703    0.00820     16.97630
0.10352    0.00830     17.01180
0.10352    0.00830     17.02190
0.10447    0.00950     17.06390
0.09559    0.00940     17.09580
0.09559    0.01970     17.05940
0.06007    0.00950     17.12910
0.11988    0.01260     17.13950
0.10887    0.00910     17.20690
0.10887    0.01560     17.19760
0.10387    0.00920     17.24440
0.10387    0.00950     17.22570
0.11717    0.00970     17.28750
0.07510    0.01190     17.24320
0.07510    0.01560     17.30310
0.08347    0.01380     17.33460
0.08347    0.02170     17.31140
0.08775    0.01290     17.32630
0.08775    0.01060     17.35040
0.08431    0.01090     17.39510
0.08431    0.01190     17.40110
0.28396    0.01050     17.72360
0.20683    0.00970     17.67070
0.18497    0.02150     17.70890
0.14132    0.01010     17.58420
0.27800    0.00970     17.49500
0.24904    0.00970     17.24620
0.28162    0.00490     16.11080
0.20025    0.00500     16.34850
0.21174    0.00500     16.32570
0.22052    0.00770     16.11020
0.21825    0.01230     17.15070
0.35839    0.01130     17.21670
0.12323    0.00880     17.29980
0.12323    0.01410     17.30070
0.23450    0.01120     17.46230
0.26615    0.01560     17.63120
0.16888    0.00850     17.57160
0.14612    0.00980     17.62350
0.10712    0.00920     17.62030
0.14161    0.01030     17.74630
0.06007    0.01130     17.80040
0.19717    0.01110     17.78930
0.24558    0.01360     17.86920
0.12509    0.01190     17.87080
0.12509    0.01100     17.86470
0.12061    0.01140     17.88920
0.12061    0.01220     17.89980
0.20404    0.01040     17.92360
0.11500    0.00490     15.73780
0.11500    0.00450     15.77040
0.11611    0.00430     15.64590
0.10795    0.00360     15.62290
0.10795    0.00350     15.60520
0.12662    0.00380     15.49110
0.12662    0.00380     15.46580
0.13262    0.00470     15.44190
0.13811    0.00430     15.32120
0.13811    0.00400     15.29620
0.14360    0.00380     15.15170
0.16275    0.00230     14.42710
0.12138    0.00240     14.67150
0.11644    0.00310     14.68660
0.11644    0.00260     14.72030
