1.955830     0.00400  15.24600 
0.043510     0.00500  15.22600 
0.971610     0.00500  15.23300 
1.011250     0.00500  15.23800 
1.991770     0.00400  15.23000 
0.996250     0.00400  15.22200 
4.990940     0.00500  15.25000 
0.994560     0.00300  14.59700 
2.019540     0.00300  14.34800 
1.973720     0.00300  13.98000 
4.003370     0.00300  11.60300 
1.002910     0.00300  12.37200 
1.001130     0.00300  13.13400 
1.975350     0.00300  13.88400 
0.034530     0.00300  13.90000 
0.981710     0.00300  14.12400 
0.984970     0.00300  14.31100 
0.040150     0.00300  14.32200 
0.990740     0.00300  14.45500 
1.966350     0.00300  14.65900 
0.041020     0.00300  14.66000 
0.972080     0.00300  14.75300 
3.981780     0.00300  14.95600 
0.012850     0.00300  14.97000 
1.970280     0.00300  15.02500 
0.040680     0.00300  15.02700 
0.954280     0.00300  15.05300 
0.053720     0.00300  15.05000 
0.945840     0.00300  15.07200 
0.056390     0.00300  15.07300 
0.937560     0.00300  15.09700 
0.040390     0.00300  15.10100 
0.971830     0.00300  15.10500 
0.039170     0.00300  15.10600 
0.039390     0.00300  15.11000 
0.958320     0.00400  15.14100 
0.039160     0.00300  15.13400 
0.980250     0.00300  15.15000 
0.922020     0.00400  15.15200 
0.046340     0.00300  15.15100 
0.928160     0.00400  15.15900 
0.043620     0.00300  15.15600 
0.041400     0.00300  15.15900 
0.040110     0.00300  15.16700 
0.919550     0.00300  15.17100 
0.994560     0.00800  16.62100 
1.003700     0.00800  16.66300 
2.989230     0.01200  16.82500 
4.001830     0.00900  16.82800 
1.013290     0.01400  16.86900 
1.000850     0.01300  16.88000 
1.966810     0.01000  16.83400 
0.041040     0.01300  16.90600 
0.981600     0.01000  16.68700 
0.977040     0.01000  16.89000 
2.009320     0.01000  16.87700 
0.987880     0.01100  16.91200 
0.049140     0.01100  16.92100 
0.973010     0.01300  16.91900 
3.976740     0.00800  16.93700 
0.012560     0.00800  16.92500 
1.974920     0.01000  16.92100 
0.040570     0.00900  16.93200 
1.007670     0.00900  16.95300 
0.948280     0.00900  16.94500 
0.046030     0.00900  16.94800 
0.946000     0.01100  16.92500 
0.040120     0.01000  16.93900 
0.963670     0.00900  16.94600 
0.047510     0.00900  16.92400 
0.039110     0.01100  16.93500 
0.958310     0.01400  16.96300 
0.978530     0.01300  16.93500 
0.032870     0.01200  16.94300 
0.929740     0.01300  16.95500 
0.046510     0.01100  16.97200 
0.924070     0.01200  16.93800 
0.039780     0.01200  17.00700 
0.049920     0.01000  16.94700 
0.911610     0.01000  16.97000 
0.039560     0.01000  16.95100 
0.055830     0.00900  16.96400 
0.905760     0.01000  16.97300 
0.045200     0.00900  16.95000 
2.002410     0.00400  15.46000 
1.993640     0.00400  15.46100 
1.002620     0.00400  15.46100 
2.009940     0.00400  15.46000 
